id,name,naver_place_id,website
473,갤러리아피부과의원 개포도곡점,,http://galleriaskin3.com/
474,리피부과의원,1654543696,http://www.leederma.com/
475,이에스의원,21111870,http://www.esbeauty.kr
476,대치샘물피부과의원,,http://saemmulclinic.co.kr/
477,젤피부과의원,,http://www.zellskin.com/
478,신학철피부과의원,,http://www.doctorlaser.co.kr/
479,청담아이스피부과의원,,http://www.iceclinic.co.kr/
480,웰라스피부과의원,,http://wellasclinic.com
481,리더스피부과의원 청담명품거리점,1834797956,https://leaders-mg.com/
482,미인피부과의원,,http://www.meinclinic.com/
483,오에스티의원,,https://ostclinic.co.kr
484,청담하나피부과의원,,http://www.ehanaskin.co.kr/
485,창피부과의원,,http://changskin.com/
486,테크필피부과의원,,http://www.hayans.com/
487,이상피부과의원 개포점,1773991574,http://www.idealskin.co.kr
488,제이에프셀피부과의원,,http://www.jfclinic.com/
489,청담하트피부과의원,,https://www.cdheartclinic.biz
490,예사랑피부과의원,12929780,http://yeskinclinic.co.kr
491,수아로피부과의원,,http://www.suarogn.com
492,오체안피부과의원 강남점,,http://ozhean.com/
493,뷰티스톤의원 이수역,1774304623,http://www.beautystoneisu.com
494,에센셜의원,1898654892,https://www.essentialclinic.co.kr/
495,뷰티크의원 방배이수,1845467597,https://beautyqueclinic1.com/?utm_source=naver&utm_medium=referral&utm_campaign=PL_BB
496,연세탑뷰티의원,11492354,http://www.sbclinic.kr/
497,피어봄의원 이수역,13330174,http://sc.pieobom.com/
498,라셀의원,2043330782,http://lacellclinic.com
499,비앤유의원,12055664,http://www.bnuclinic.com/
500,미앤아이의원 방배점,13336152,http://www.bb-meiclinic.co.kr/
501,아너스킨의원,2022751437,https://honorskinclinic.com
502,르에이치의원,1292202722,http://www.lehclinic.co.kr
503,에이앤드의원,2083451302,https://aandclinic.com
504,닥터방의원,72491240,http://doctorbang.co.kr/main/ko/index.html
505,셀이즈연세메디컬의원,,http://cellis.co.kr/
506,웰스킨의원,34079081,http://www.wellskinclinic.net/
507,새론바디의원,1324821191,http://saeronbody-clinic.com/
508,리필업의원,13116471,http://www.refeelup.com/
509,서울크리스탈의원,1414349343,http://crystalskin.co.kr
510,메이린의원 반포,1257565361,https://maylin.co.kr/banpo/
511,메디라인의원,13438381,http://emediline.co.kr/
512,르웰의원,1648521473,https://lewellclinic.com/
513,민에스의원,12048455,http://www.min-s-clinic.com/
514,연세청아린의원,1370371904,https://www.calclinic.co.kr/
515,블리스의원 반포,1109875748,https://www.fybliss-clinic.com
