place_id,csv_no,name,status,address,sido,sggu,dong,region,chain_group,kakaotalk,navertalk,navershortlink,line,whatsapp,wechat,telegram,instagram,naverblog,navercafe,youtube,facebook,naverbooking,phone,doctor_count,doctor_names,doctor_details,has_credentials,website,cms,crawled_at
1012564882,1662,서정 피부과의원,pending,서울특별시 서초구 서초중앙로 188 아크로비스타 L층(로비층) B-123호,서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,http://www.서정피부과.com/,,
1015848580,3127,유스의원,pending,"서울특별시 영등포구 의사당대로 108 아일렉스 4층 407호, 408호",서울,영등포구,여의도동,서울/영등포구,,,,,,,,,,,,,,,,0,,,N,https://yeouido.youthclinic.co.kr/,,
1017651991,3264,포에버의원 청담,pending,서울특별시 강남구 압구정로 444 6층,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://cd.4-ever.co.kr/,,
1018630347,2937,비본영의원,pending,서울특별시 성동구 왕십리로 125 KD타워 1층 103호,서울,성동구,성수동,서울/성동구,,,,,,,,,,,,,,,,0,,,N,https://bebornyoung.com/s/dlwa5,,
1019997289,222,골드제이의원,pending,서울특별시 강남구 테헤란로 408 대치빌딩 8층 골드제이의원,서울,강남구,대치동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://goldjclinic.com/,,
1020864025,587,테라스의원,pending,서울특별시 종로구 송월길 99 경희궁자이2단지 205동상가 2층,서울,종로구,홍파동,서울/종로구,,,,,,,,,,,,,,,,0,,,N,https://terraceclinic.com,,
1021492704,3183,제너리스의원 천호점,pending,서울특별시 강동구 올림픽로 658 2층 201호,서울,강동구,천호동,서울/강동구,,,,,,,,,,,,,,,,0,,,N,https://cheonho.generless.com/,,
1022274570,1719,피브비의원 화명,pending,부산광역시 북구 화명대로 32 5층 502호,부산,부산북구,화명동,부산/북구,,,,,,,,,,,,,,,,0,,,N,https://pvbclinic.com/,,
1022900971,1958,프로젝트유의원 홍대입구역,pending,서울특별시 마포구 양화로 162 6층,서울,마포구,동교동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,https://www.projectuclinic.com/,,
1023723617,714,바로그의원 발산,pending,서울특별시 강서구 공항대로 287 화인빌딩 8층,서울,강서구,등촌동,서울/강서구,,,,,,,,,,,,,,,,0,,,N,http://barogclinic.com/branch/br06/subindex.php,,
1023912851,111,지우개의원,pending,서울특별시 강남구 도산대로 108 지하1층,서울,강남구,논현동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://doctor-eraser.com/,,
1026300262,2894,미소가인피부과의원 삼성점,pending,서울특별시 강남구 영동대로 602 미켈란107빌딩 3층 303호,서울,강남구,삼성동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://misogain.co.kr/ss/,,
1032117656,1969,나인의원 홍대입구역,pending,서울특별시 마포구 양화로 165 3층,서울,마포구,동교동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,https://www.9skin2.co.kr/,,
1032127288,371,리프톤피부과의원 신사,pending,서울특별시 강남구 도산대로 119 케이타워 9층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://www.liftonskin.com/main,,
1032322360,1950,케이트의원 홍대입구역,pending,서울특별시 마포구 양화로 148 7층,서울,마포구,동교동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,http://kateclinic.com,,
103304847,2726,나라온의원,pending,서울특별시 마포구 백범로 90,서울,마포구,대흥동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,https://nalaon.imweb.me/,,
1033801174,2136,서울올업피부과의원,pending,서울특별시 성동구 아차산로 92 S타워 10층,서울,성동구,성수동,서울/성동구,,,,,,,,,,,,,,,,0,,,N,https://www.allup.kr,,
1035576381,2958,서울그레이스피부과의원,pending,서울특별시 강남구 도산대로 427 9층,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://www.seoulgracedm.co.kr/,,
1037398235,2016,메이의원,pending,서울특별시 중구 명동8길 14 3층,서울,중구,명동,서울/중구,,,,,,,,,,,,,,,,0,,,N,http://mayclinic.kr/,,
1038089014,3870,스카이피부과의원,pending,부산광역시 동래구 사직북로 4 6층 605호,부산,부산동래구,사직동,부산/동래구,,,,,,,,,,,,,,,,0,,,N,https://skyskin.co.kr,,
1040098991,3133,유어스킨의원,pending,서울특별시 은평구 통일로 626 4층,서울,은평구,녹번동,서울/은평구,,,,,,,,,,,,,,,,0,,,N,http://yourskinclinic.kr/,,
1043639980,3005,신사멜로우피부과의원,pending,서울특별시 강남구 도산대로 138 12층,서울,강남구,논현동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://doctormellow-ss.com,,
1044139006,603,래인의원,pending,"서울특별시 종로구 삼봉로 94 2층 205, 206호",서울,종로구,공평동,서울/종로구,,,,,,,,,,,,,,,,0,,,N,https://www.leinclinic.com/,,
1047428849,3220,청담에스민의원,pending,서울특별시 강남구 도산대로81길 41 2층 201호,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.sminclinic.com/,,
1047495092,2960,서울리샤인의원,pending,서울특별시 강남구 선릉로 422 전우빌딩 6층,서울,강남구,대치동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://reshineclinic.com/,,
1048170895,2270,하얀나라피부과의원,pending,경기도 부천시 원미구 부일로 204,경기,부천원미구,상동,경기도/부천시/원미구,,,,,,,,,,,,,,,,0,,,N,http://www.hanacli.co.kr/,,
1048446056,2983,셀린피부과의원,pending,서울특별시 강남구 학동로 215,서울,강남구,논현동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://cellin.kr/,,
1049028935,47,디에이치페이스업의원,pending,서울특별시 강남구 강남대로 480 5층 디에이치페이스업클리닉,서울,강남구,논현동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://faceup1.com,,
1049783419,3141,윤수정의원,pending,서울특별시 동작구 동작대로 109 4층 윤수정의원,서울,동작구,사당동,서울/동작구,,,,,,,,,,,,,,,,0,,,N,https://yoonclinic.mobidoc.us/,,
1050043225,657,프리즘의원,pending,서울특별시 은평구 수색로 191 두빌빌딩 4층,서울,은평구,증산동,서울/은평구,,,,,,,,,,,,,,,,0,,,N,http://prismclinic.co.kr,,
1051162109,1854,제이영의원,pending,"부산광역시 해운대구 좌동순환로 505 센트럴메디타워 902호, 903호, 904호",부산,부산해운대구,중동,부산/해운대구,,,,,,,,,,,,,,,,0,,,N,http://www.jyoungclinic.com,,
1051789707,76,다시온의원,pending,서울특별시 강남구 강남대로 320 8층,서울,강남구,역삼동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://dashonclinic.com,,
1053007902,671,샤인봄의원 잠실,pending,"서울특별시 송파구 올림픽로 293-19 3층 310호, 311호, 312호, 321호",서울,송파구,신천동,서울/송파구,,,,,,,,,,,,,,,,0,,,N,http://shinebom.com/,,
1053025657,1952,리엘르의원 홍대점,pending,서울특별시 마포구 양화로 162 13층,서울,마포구,동교동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,http://www.re-ele.com,,
1053189747,534,메이슨의원,pending,서울특별시 서초구 서초대로77길 39 MK빌딩 3층,서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://masonclinic.kr/,,
1053642172,2029,블리비의원 명동점,pending,서울특별시 중구 남대문로 84 하이드파크 6층,서울,중구,,서울/중구,,,,,,,,,,,,,,,,0,,,N,http://www.velyb.kr/,,
1055381077,1888,프라이즈피부과의원,pending,서울특별시 서초구 효령로 403 서초그랑자이상가 5층 513-516호,서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://prizemedi.com/,,
1057160795,1940,리즈온의원 홍대점,pending,서울특별시 마포구 홍익로 25 5층,서울,마포구,서교동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,http://hongdae.lizonclinics.co.kr,,
1057356129,2919,벤자민피부과의원 신사점,pending,서울특별시 강남구 도산대로 138 6층 벤자민피부과의원,서울,강남구,논현동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.benjaminclinic.com/,,
1057583989,44,헤이데이의원 강남,pending,"서울특별시 강남구 강남대로 374 케이스퀘어 강남2, 로비층",서울,강남구,역삼동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://heydayclinic.com/,,
1057806171,1794,지니어스의원,pending,부산광역시 부산진구 중앙대로691번길 5 천우빌딩 3층,부산,부산진구,부전동,부산/부산진구,,,,,,,,,,,,,,,,0,,,N,http://geniusclinic.co.kr/,,
1058228597,609,프리미의원,pending,서울특별시 성동구 성수일로 52 3층 프리미의원,서울,성동구,성수동,서울/성동구,,,,,,,,,,,,,,,,0,,,N,https://primiclinic.com/,,
1059074958,2004,구도피부과의원,pending,서울특별시 용산구 독서당로 124 4층,서울,용산구,한남동,서울/용산구,,,,,,,,,,,,,,,,0,,,N,https://kudo.kr/ko,,
1061940339,9,세이렌의원,pending,서울특별시 관악구 남부순환로 1812 윤건빌딩 5층,서울,관악구,봉천동,서울/관악구,,,,,,,,,,,,,,,,0,,,N,http://www.seirenclinic.co.kr/,,
1062567443,2982,셀린의원 명동점,pending,서울특별시 중구 남대문로7길 16 1층 셀린의원 명동,서울,중구,소공동,서울/중구,,,,,,,,,,,,,,,,0,,,N,https://www.cellinclinic8.com,,
1062568497,81,맥스웰의원 여의도점,pending,서울특별시 영등포구 여의나루로 61 코켐빌딩 4층,서울,영등포구,여의도동,서울/영등포구,,,,,,,,,,,,,,,,0,,,N,https://yeouido.maxwellhair.com/,,
1063098354,456,룬피부과의원 청담,pending,서울특별시 강남구 선릉로 822 5층 룬피부과의원,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://www.threads.com/@dr.lunn,,
1063435410,377,닥터스피부과의원 신사,pending,서울특별시 강남구 도산대로12길 7 닥터스빌딩,서울,강남구,논현동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://sinsa.doctors365.co.kr,,
1064901893,206,인코드의원,pending,서울특별시 강남구 테헤란로 339 선릉빌딩 3층,서울,강남구,역삼동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://www.encodeclinic.co.kr/,,
1067208493,1760,원클리닉의원,pending,부산광역시 부산진구 가야대로 785 인제메디컬 신관 6층,부산,부산진구,부전동,부산/부산진구,,,,,,,,,,,,,,,,0,,,N,http://oneclinicdiet.com/,,
1068047136,758,베러미의원 마곡나루점,pending,"서울특별시 강서구 마곡중앙5로 22 웰튼메디플렉스 3층 302호, 303호 베러미의원",서울,강서구,마곡동,서울/강서구,,,,,,,,,,,,,,,,0,,,N,https://magoknaru.bettermeclinic.co.kr,,
1068082939,2102,블리비의원 부산남포점,pending,"부산광역시 중구 구덕로 40 2층(남포동2가, 호림빌딩)",부산,부산중구,남포동,부산/중구,,,,,,,,,,,,,,,,0,,,N,http://www.velyb.kr,,
1069710518,1932,다미의원,pending,서울특별시 마포구 마포대로 173-14 2층 다미클리닉,서울,마포구,아현동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,http://www.damiskinmapo.com/,,
1070272170,2610,선샤인피부과의원,pending,"부산광역시 기장군 일광읍 해빛로 13 3층 303호, 304호",부산,부산기장군,,부산/기장군,,,,,,,,,,,,,,,,0,,,N,https://sunshineskin.kr/,,
1070675548,144,예라인의원 압구정,pending,서울특별시 강남구 논현로 812 6층 예라인의원,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://yeline-cell.com/,,
1071177575,2007,다오의원,pending,"서울특별시 중구 퇴계로 123 9층 9011호, 9012호",서울,중구,,서울/중구,,,,,,,,,,,,,,,,0,,,N,https://clinicdao.com,,
1071440771,3245,클림의원 명동점,pending,"서울특별시 중구 명동길 43 4, 5층",서울,중구,명동,서울/중구,,,,,,,,,,,,,,,,0,,,N,https://myeongdong.kleam.kr/,,
1071566711,3219,청담아리움의원,pending,서울특별시 강남구 삼성로 741 5층,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.areum-clinic.com/,,
1073540490,2129,맥스웰피부과의원 종로점,pending,서울특별시 종로구 종로 33 그랑서울 6층,서울,종로구,청진동,서울/종로구,,,,,,,,,,,,,,,,0,,,N,https://jongno.maxwellhair.com/,,
1073877207,690,네스트의원 강남,pending,"서울특별시 서초구 강남대로 453 4, 5층",서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,http://www.nestclinic.kr/,,
1074010845,2637,셀리즈피부과의원,pending,"부산광역시 해운대구 마린시티2로 33 104동 제니스스퀘어, A동 8층",부산,부산해운대구,우동,부산/해운대구,,,,,,,,,,,,,,,,0,,,N,http://cellleeds.com,,
1074077699,158,베이드의원,pending,서울특별시 강남구 논현로 839 서원식스 4층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.baidclinic.com,,
1078397481,3008,신세계안피부과의원,pending,서울특별시 서초구 신반포로 176 신세계백화점 강남점 하우스오브신세계 1M층,서울,서초구,반포동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://an-clinic.com/,,
1080135125,467,서울톤피부과의원 강남본점,pending,"서울특별시 강남구 선릉로 48 2, 3, 4층 서울톤피부과 강남본점",서울,강남구,개포동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.seoultone.kr/,,
1080485971,543,뷰티라운지의원 목동점,pending,서울특별시 양천구 목동동로 293 현대41타워 4층 404호,서울,양천구,목동,서울/양천구,,,,,,,,,,,,,,,,0,,,N,http://mokdong.beautyloungeclinic.co.kr/,,
1082512541,3047,엔디어트의원,pending,서울특별시 강남구 압구정로28길 48 참빌딩 2층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://endiet.co.kr,,
1083164839,178,온앤위드의원,pending,서울특별시 강남구 논현로175길 6 3층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://onnwith.com,,
1084261604,516,더웰니스의원,pending,서울특별시 서초구 신반포로 219 8동 2층 1~2호,서울,서초구,잠원동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://thewellnessclinic.co.kr/,,
1084536941,2138,라온피부과의원,pending,서울특별시 성동구 고산자로 234 5층 5-1호,서울,성동구,행당동,서울/성동구,,,,,,,,,,,,,,,,0,,,N,https://raonderma.com,,
1085047679,526,아비쥬의원 강남역본관,pending,"서울특별시 서초구 서초대로77길 9 3, 11, 13층",서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,http://www.abijouclinickn.com,,
1085078056,98,루비의원 양재역,pending,서울특별시 강남구 강남대로 238 스카이쏠라빌딩 11층,서울,강남구,도곡동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://ruby-clinic.com/,,
1086208195,3223,청담오아로피부과의원,pending,서울특별시 강남구 도산대로 327 8층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://oarocd.com/,,
1086421561,537,블리비의원 강남역점,pending,서울특별시 서초구 강남대로 423 한승빌딩 3층,서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,http://www.velyb.kr,,
1089375154,68,오드의원,pending,서울특별시 강남구 강남대로 340 8층,서울,강남구,역삼동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.odeclinic.co.kr/,,
1090914445,2954,샤이니의원,pending,서울특별시 성동구 마조로 47 3층,서울,성동구,행당동,서울/성동구,,,,,,,,,,,,,,,,0,,,N,http://www.shinyclinic.co.kr/,,
1091004448,22,제이필의원 강남점,pending,서울특별시 강남구 강남대로 438 지하1층,서울,강남구,역삼동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://jfeelclinic.com/,,
1094631960,250,벨리시모의원,pending,서울특별시 강남구 도산대로 409 11층,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.bellissimo.co.kr,,
1096944354,522,강남엔비의원,pending,서울특별시 서초구 서초대로77길 17 801호,서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,http://www.envyclinic.co.kr,,
1098315700,465,플렉스피부과의원,pending,서울특별시 강남구 선릉로 830 7층,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://flexskin.co.kr,,
1098492787,2920,벨로의원,pending,"서울특별시 강남구 도산대로 111 7,8,9층",서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://www.belloclinic.com,,
10986284,361,강남우태하피부과의원,pending,서울특별시 강남구 강남대로 370 강남클리닉빌딩 5층,서울,강남구,역삼동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://wooskin.co.kr/2014_wooskin/,,
10987188,459,유니서울피부과의원,pending,서울특별시 강남구 압구정로 328 효정빌딩 4층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.uniseoul.co.kr/,,
1099077098,5,닥터에버스의원 서울대입구점,pending,서울특별시 관악구 관악로 164 대우디오슈페리움 1단지 3층,서울,관악구,봉천동,서울/관악구,,,,,,,,,,,,,,,,0,,,N,http://www.evers3.co.kr/,,
1099096672,3302,홍대 셀레나의원,pending,서울특별시 마포구 양화로 162 9층,서울,마포구,동교동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,https://www.selenaskin.com/,,
1100342358,3108,오운의원 삼성점,pending,서울특별시 강남구 테헤란로87길 36 도심공항타워 3층,서울,강남구,삼성동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://samseong.own-clinic.com/,,
1101117273,2088,블루미의원,pending,서울특별시 중구 명동3길 44 5층,서울,중구,,서울/중구,,,,,,,,,,,,,,,,0,,,N,https://www.bloomingclinic.co.kr/,,
1102257927,2046,뉴페이스의원,pending,서울특별시 중구 장충단로13길 7 6층,서울,중구,,서울/중구,,,,,,,,,,,,,,,,0,,,N,https://www.newfaceclinic.kr,,
1102807864,1766,리쥬브포맨의원,pending,부산광역시 부산진구 중앙대로 747 2층,부산,부산진구,부전동,부산/부산진구,,,,,,,,,,,,,,,,0,,,N,http://rejuveforman.com/,,
1103320291,3006,신사에그의원,pending,"서울특별시 서초구 강남대로 613 3, 5, 6(접수), 7층",서울,서초구,잠원동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://eggclinic.co.kr/,,
1105231270,295,로사의원,pending,서울특별시 강남구 도산대로55길 26 2층,서울,강남구,청담동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://www.rosaclinic.co.kr,,
1105272168,389,파인드피부과의원,pending,서울특별시 강남구 논현로 820 제이씨빌딩 5층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,https://www.pindderma.com,,
1106214035,184,메이린의원 더현대서울,pending,서울특별시 영등포구 여의대로 108 더현대서울 2층 메이린,서울,영등포구,여의도동,서울/영등포구,,,,,,,,,,,,,,,,0,,,N,http://www.maylin.co.kr/thehyundai/,,
1106660845,155,제니의원 압구정역,pending,서울특별시 강남구 논현로175길 38 5층,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://jennyclinic.co.kr/,,
1109875748,515,블리스의원 반포,pending,서울특별시 서초구 서초중앙로 238 3층 305호 블리스의원,서울,서초구,반포동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://www.fybliss-clinic.com,,
1110539975,1515,리필톡의원,pending,서울특별시 서초구 강남대로 557 6층,서울,서초구,잠원동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,http://lifilltoxclinic.com/,,
1111993416,3311,휴먼피부과의원 광장점,pending,서울특별시 광진구 아차산로 502 2층 휴먼피부과의원 광장점,서울,광진구,광장동,서울/광진구,,,,,,,,,,,,,,,,0,,,N,http://kjhuman.com/,,
1112167777,1912,디오디피부과의원 용산,pending,서울특별시 용산구 한강대로 95 래미안 더센트럴상가동 213호,서울,용산구,,서울/용산구,,,,,,,,,,,,,,,,0,,,N,http://dodskinys.com,,
1112668073,2032,톡스앤필의원 명동점,pending,서울특별시 중구 남대문로 84 애플스토어 건물 8층,서울,중구,,서울/중구,,,,,,,,,,,,,,,,0,,,N,http://www.toxnfill35.com/,,
1113313663,193,제이드의원,pending,서울특별시 강남구 선릉로 578 4층,서울,강남구,삼성동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://jade-clinic.com/,,
1113713455,1935,밀리의원 신촌,pending,서울특별시 마포구 신촌로 104 2층,서울,마포구,노고산동,서울/마포구,,,,,,,,,,,,,,,,0,,,N,http://miliclinic.com/,,
1114870055,253,이승우의원,pending,서울특별시 강남구 선릉로 817 캠포츠빌딩 5층 이승우의원,서울,강남구,신사동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://lswclinic.co.kr/,,
1115237964,561,오마스의원,pending,서울특별시 양천구 오목로 311 초이랩빌딩 5층 오마스의원,서울,양천구,목동,서울/양천구,,,,,,,,,,,,,,,,0,,,N,https://ohmyskin.clinic,,
1119233835,921,스노우의원 노원점,pending,서울특별시 노원구 노해로 459 501호,서울,노원구,상계동,서울/노원구,,,,,,,,,,,,,,,,0,,,N,https://nowon-snow.co.kr/,,
1120188370,3074,연세셀즈의원,pending,서울특별시 서초구 서초대로 302 11층,서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://www.cellzclinic.com/,,
1120668968,767,셀린의원 연신내역,pending,서울특별시 은평구 연서로 214 2층,서울,은평구,대조동,서울/은평구,,,,,,,,,,,,,,,,0,,,N,https://www.cellinclinic0.com/,,
1120826233,867,바이린의원,pending,서울특별시 중랑구 용마산로 670 신내역프라디움더테라스 상가 2층 C동 231~233호,서울,중랑구,망우동,서울/중랑구,,,,,,,,,,,,,,,,0,,,N,https://bylynnclinic.co.kr,,
1122291590,3257,팅의원,pending,서울특별시 서초구 강남대로69길 8 케이아이타워 6층,서울,서초구,서초동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://tingclinic.tistory.com/,,
1123496753,1910,리프티크피부과의원 신사,pending,서울특별시 서초구 나루터로 80 자은빌딩 6층,서울,서초구,잠원동,서울/서초구,,,,,,,,,,,,,,,,0,,,N,https://www.liftique.co.kr,,
1123758116,1742,매그넘의원,pending,부산광역시 동래구 중앙대로 1523 SK HUB SKY 2층,부산,부산동래구,온천동,부산/동래구,,,,,,,,,,,,,,,,0,,,N,https://magnumclinic.co.kr/,,
1125504908,3226,청담이지함피부과의원,pending,서울특별시 강남구 봉은사로 302 역삼sk리더스뷰 2층,서울,강남구,역삼동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://cd.ljh.co.kr/,,
1125906209,607,아비쥬의원 목동,pending,서울특별시 양천구 목동로 234 경원빌딩 2층,서울,양천구,목동,서울/양천구,,,,,,,,,,,,,,,,0,,,N,http://www.abijouclinic-md.com,,
1127071234,118,닥터에버스의원 구로,pending,서울특별시 구로구 디지털로26길 123 203호~205호,서울,구로구,구로동,서울/구로구,,,,,,,,,,,,,,,,0,,,N,https://evers22.co.kr/event20041,,
1128111897,217,청담포레브의원,pending,"서울특별시 강남구 도산대로 330 3층, 4층",서울,강남구,논현동,서울/강남구,,,,,,,,,,,,,,,,0,,,N,http://www.peaureve.co.kr,,
1128772158,2040,헤이데이의원 명동점,pending,서울특별시 중구 남대문로 90 세미콜론 명동 7층 헤이데이의원 명동,서울,중구,,서울/중구,,,,,,,,,,,,,,,,0,,,N,https://heydayclinic2.com/,,
