id,name,naver_place_id,website,address,sido,sggu,dong,region,chain_group
2037,명동아이디의원,2047291470,https://kor.idclinic.co.kr/md,서울특별시 중구 남대문로 90 세미콜론 19층,서울,중구,,서울/중구,
2008,닥터에버스의원 명동점,1394628774,https://evers20.co.kr/,서울특별시 중구 퇴계로 131 신일빌딩,서울,중구,,서울/중구,
2005,뷰티라운지의원 명동점,1184067480,http://myeongdong.beautyloungeclinic.com/,서울특별시 중구 퇴계로 109 8층 801호,서울,중구,,서울/중구,
2974,세가지소원의원 명동점,1178136535,https://twmyeongdong.com/,서울특별시 중구 명동8가길 33 가나빌딩 3층,서울,중구,,서울/중구,
2728,나이스피부과의원,13114270,http://www.eniceskin.co.kr/,서울특별시 중구 다산로 96 유호빌딩 4층,서울,중구,신당동,서울/중구,
2166,맑은문피부과의원,37575376,http://www.clearmoon.kr/,서울특별시 중구 퇴계로 447 황학 아크로타워,서울,중구,황학동,서울/중구,
2864,명동비엘에스의원,2090172149,https://www.blsclinic7.com/,"서울특별시 중구 명동8가길 11 이화빌딩 A, B동 5, 6층",서울,중구,명동,서울/중구,
2161,서울참피부과의원,19526846,http://charmskin.net/,서울특별시 중구 청구로 70 신진빌딩 4층,서울,중구,신당동,서울/중구,
2137,클래식피부과의원,12785074,http://www.classic-skin.com/,서울특별시 중구 명동길 60 티에비뉴빌딩 5층,서울,중구,명동,서울/중구,
2148,벤자민피부과의원 명동,2057475895,https://benjaminclinicmd.com/,서울특별시 중구 남대문로 90 15층 벤자민피부과의원 명동,서울,중구,,서울/중구,
3015,아름다운미탐의원 명동,20373503,http://www.mitam.co.kr,서울특별시 중구 퇴계로 123 하이헤리엇 8층,서울,중구,,서울/중구,
2111,유앤영피부과의원 명동,13326363,https://youryoungskin.com/,서울특별시 중구 퇴계로 120 남산희성빌딩 3층,서울,중구,남산동,서울/중구,
2042,닥터디자이너의원 명동점,1675942813,https://md.drdclinic.co.kr/,서울특별시 중구 명동3길 44 6층,서울,중구,,서울/중구,
2162,리뉴미피부과의원 동대문점,13148038,http://www.rnmeskin.com/,서울특별시 중구 을지로 251 기승플러스빌딩 2층,서울,중구,,서울/중구,
2122,리멤버피부과의원 약수역점,1484966751,http://rememberys.com,서울특별시 중구 다산로 128-1 5층 리멤버피부과의원 약수역점,서울,중구,신당동,서울/중구,
2045,동대문메이퓨어의원,33956996,https://www.maypureclinic.com/ko/,서울특별시 중구 장충단로 253 헬로우APM 10층,서울,중구,,서울/중구,
3255,트랜드성형외과의원,1316382745,http://fillup-trend.com/,서울특별시 중구 퇴계로 109 14층 1401호,서울,중구,,서울/중구,
2860,명동고운세상피부과의원,13172852,http://www.beautyforever.co.kr,서울특별시 중구 퇴계로 131 신일빌딩 3층,서울,중구,,서울/중구,
2114,아름다운나라피부과의원 명동점,11863699,http://www.globalanacli.co.kr/,서울특별시 중구 명동8나길 6 4층,서울,중구,,서울/중구,
2003,명동2호점 밴스의원,1402753960,https://myeongdong2.vandsclinic.co.kr/,서울특별시 중구 퇴계로 109 2431빌딩 5층,서울,중구,,서울/중구,vandsclinic
2132,엠제이(MJ)올피부과의원,20762323,http://www.mjallskin.co.kr/,서울특별시 중구 명동8가길 27 선샤인빌딩 5층 mj올피부과,서울,중구,,서울/중구,
3002,시즈 의원,1876381705,https://xyzclinic.co.kr/,서울특별시 강남구 도산대로57길 24 스타빌딩 4층,서울,강남구,청담동,서울/강남구,
3218,청담 아르덴 의원,2004446317,https://www.cheongdam-arden.com/,서울특별시 강남구 선릉로152길 17 5층,서울,강남구,청담동,서울/강남구,
345,삼성 밴스의원,1249220770,https://samseong.vandsclinic.co.kr/,서울특별시 강남구 테헤란로 511 파크텐삼성빌딩 2층,서울,강남구,삼성동,서울/강남구,vandsclinic
214,선릉 디온의원,1615883592,https://dion-sl.com/,서울특별시 강남구 테헤란로 403 리치타워 8층,서울,강남구,삼성동,서울/강남구,
283,청담 밴스의원,1975377004,https://cheongdam.vandsclinic.co.kr/,서울특별시 강남구 선릉로 822 메가와이즈빌딩 3층,서울,강남구,청담동,서울/강남구,vandsclinic
292,도곡 유스앤영의원,1266680227,https://youthandyoungdg.com/,서울특별시 강남구 남부순환로 2911 302호,서울,강남구,대치동,서울/강남구,
323,담의원,34522028,http://www.damclinic.co.kr/,서울특별시 강남구 삼성로126길 6 담의원,서울,강남구,삼성동,서울/강남구,
2799,디의원,1404886223,http://dclinic.co.kr/,서울특별시 강남구 압구정로 445 7층,서울,강남구,청담동,서울/강남구,
331,린의원,13060981,http://www.lyhnclinic.com/,"서울특별시 강남구 압구정로 450 4층, 5층",서울,강남구,청담동,서울/강남구,
175,문의원,750383427,http://www.moonclinic.co.kr/,서울특별시 강남구 논현로168길 40 2층,서울,강남구,신사동,서울/강남구,
212,민의원,13295965,http://www.min-clinic.co.kr/,서울특별시 강남구 도산대로 326 대동타워 4층,서울,강남구,논현동,서울/강남구,
286,반의원,2049911799,https://vaanclinic.com,서울특별시 강남구 선릉로152길 17 4층,서울,강남구,청담동,서울/강남구,
3011,썸의원,1001029081,http://someclinic.com/,서울특별시 강남구 도산대로 122 에메랄드타워 3층,서울,강남구,논현동,서울/강남구,
329,얀의원,20322102,https://yaanclinic.com,서울특별시 강남구 봉은사로82길 5 덕봉빌딩,서울,강남구,삼성동,서울/강남구,
291,탐의원,13073485,http://www.tamclinic.co.kr/,서울특별시 강남구 도산대로57길 6 에덴5빌딩 2층,서울,강남구,청담동,서울/강남구,
246,에이엘 의원,1498953282,http://alclinic.co.kr/,서울특별시 강남구 도산대로 410 유니트빌딩 3층,서울,강남구,청담동,서울/강남구,
392,트로피 피부과 의원,1586199772,https://www.trophydermatology.com,서울특별시 강남구 논현로 828 5층,서울,강남구,신사동,서울/강남구,
422,압구정 리더스피부과의원,31482261,https://leaders-aj.com/,"서울특별시 강남구 언주로 843 4층, 5층 압구정리더스피부과의원",서울,강남구,신사동,서울/강남구,leaders
189,압구정 맘모스헤어라인의원,1468136697,https://mammothseoul.com,서울특별시 강남구 논현로 878 중산빌딩 2층,서울,강남구,신사동,서울/강남구,
2730,노드의원,2088145103,https://www.nohdclinic.com/ko,서울특별시 강남구 테헤란로8길 8 4층,서울,강남구,역삼동,서울/강남구,
89,뉴브의원,1007557244,https://www.newve-skinclinic.co.kr/,서울특별시 강남구 강남대로 548 건우빌딩 4층,서울,강남구,논현동,서울/강남구,
266,뉴셀의원,2060868749,https://newcell.co.kr,서울특별시 강남구 도산대로 417 퍼스트라이트타워 4층,서울,강남구,청담동,서울/강남구,
52,델픽의원,1360661624,https://delphic.co.kr/,서울특별시 강남구 강남대로 476 어반하이브 2층,서울,강남구,논현동,서울/강남구,
141,도브의원,36270698,http://www.doveclinic.co.kr,"서울특별시 강남구 도산대로 174 정안빌딩 7,8층",서울,강남구,논현동,서울/강남구,
143,드네의원,1191194117,https://www.dneclinic.com/,서울특별시 강남구 논현로175길 58 2층,서울,강남구,신사동,서울/강남구,
126,드올의원,1292605647,http://deorclinic.com/,서울특별시 강남구 도산대로 122 4층,서울,강남구,논현동,서울/강남구,
2803,뚜뚜의원,1298113201,https://www.tutuclinic.com/,"서울특별시 강남구 봉은사로24길 24 1층, 2층",서울,강남구,역삼동,서울/강남구,
79,레픽의원,1939786200,https://repicclinic.com/,서울특별시 강남구 강남대로 318 2층,서울,강남구,역삼동,서울/강남구,
285,로렐의원,1752420383,https://www.laurelclinic.com/,서울특별시 강남구 선릉로152길 17 7층,서울,강남구,청담동,서울/강남구,
2818,로빈의원,13149941,http://www.robbinclinic.co.kr,서울특별시 강남구 테헤란로64길 20 3층,서울,강남구,대치동,서울/강남구,
295,로사의원,1105231270,https://www.rosaclinic.co.kr,서울특별시 강남구 도산대로55길 26 2층,서울,강남구,청담동,서울/강남구,
258,루나의원,1775237191,https://lunamedicalclinic.page24.app,서울특별시 강남구 압구정로 316 4층,서울,강남구,신사동,서울/강남구,
325,루셀의원,1791117802,http://www.lu-cell.co.kr,서울특별시 강남구 압구정로72길 8 3층,서울,강남구,청담동,서울/강남구,
91,루엘의원,1972668399,https://luelclinic.com/,서울특별시 강남구 봉은사로 117 아이비타워 8층,서울,강남구,논현동,서울/강남구,
131,리올의원,2004620405,https://liolclinic.com,서울특별시 강남구 도산대로 138 11층,서울,강남구,논현동,서울/강남구,
2834,리젠의원,13051548,http://www.regenskin.co.kr/,서울특별시 강남구 강남대로 528 원앤원 63.5빌딩 7층,서울,강남구,논현동,서울/강남구,
2858,멘토의원,12971463,http://www.mentorclinic.co.kr/,서울특별시 강남구 삼성로 314 보양빌딩 5층,서울,강남구,대치동,서울/강남구,
204,모리의원,13563225,http://www.clicktalmo.com/,서울특별시 강남구 선릉로 431 SK허브오피스텔 3층 301~303호,서울,강남구,역삼동,서울/강남구,
2873,모힐의원,36225244,https://www.moheal.co.kr,서울특별시 강남구 논현로 833 재경빌딩 5층 505호,서울,강남구,신사동,서울/강남구,
2885,미랩의원,33851152,http://www.melabclinic.com/,서울특별시 강남구 선릉로157길 24 3층,서울,강남구,신사동,서울/강남구,
2920,벨로의원,1098492787,https://www.belloclinic.com,"서울특별시 강남구 도산대로 111 7,8,9층",서울,강남구,신사동,서울/강남구,
176,셀앤의원,20299828,https://www.cellnclinic.com/,서울특별시 강남구 언주로 735 9층,서울,강남구,논현동,서울/강남구,
2986,소요의원,12990540,http://www.soyoclinic.com,서울특별시 강남구 도산대로 317 호림아트센터1빌딩 5층,서울,강남구,신사동,서울/강남구,
86,소유의원,1616852560,http://soyouclinic.com/,서울특별시 강남구 강남대로 528 1층 2층 10층,서울,강남구,논현동,서울/강남구,
69,시아의원,2069038371,https://gangnam.sia-clinic.com/,"서울특별시 강남구 강남대로 488 센트럴스퀘어강남 4, 5층",서울,강남구,논현동,서울/강남구,
157,예젤의원,1592770398,https://www.yezelclinic.com,서울특별시 강남구 언주로 538 대웅빌딩 1층,서울,강남구,역삼동,서울/강남구,
68,오드의원,1089375154,http://www.odeclinic.co.kr/,서울특별시 강남구 강남대로 340 8층,서울,강남구,역삼동,서울/강남구,
177,오빗의원,1210310961,http://www.orbit-clinic.com/,서울특별시 강남구 논현로175길 6 3층 A,서울,강남구,신사동,서울/강남구,
35,오앤의원,37361917,https://on-clinic.co.kr/,서울특별시 강남구 강남대로 428 8층,서울,강남구,역삼동,서울/강남구,
100,올핏의원,1373977987,http://www.allfit.kr,서울특별시 강남구 강남대로 596 6층 602호,서울,강남구,논현동,서울/강남구,
199,원셀의원,1928495174,http://onecell.co.kr/,"서울특별시 강남구 선릉로 646 B1, 2~9층",서울,강남구,삼성동,서울/강남구,
3122,유넬의원,2011646653,https://eunelclinic.co.kr,서울특별시 강남구 테헤란로 115 8층,서울,강남구,역삼동,서울/강남구,
315,유안의원,1537477577,http://youan.co.kr/,서울특별시 강남구 압구정로80길 30 5층,서울,강남구,청담동,서울/강남구,
3136,유유의원,1310315754,http://www.uyouclinic.com/,서울특별시 강남구 도산대로49길 9 스타크빌딩 5층,서울,강남구,신사동,서울/강남구,
261,이오의원,38454587,http://www.eoclinic.kr/,서울특별시 강남구 학동로 415 청담1988빌딩 7층 이오의원,서울,강남구,청담동,서울/강남구,
146,이유의원,1303487840,https://litt.ly/reyouclinic,서울특별시 강남구 논현로 820 JC빌딩 2층,서울,강남구,신사동,서울/강남구,
99,이즈의원,1632971337,https://izclinic.co.kr/scar,서울특별시 강남구 테헤란로 121 원빌딩 15층,서울,강남구,역삼동,서울/강남구,
354,읻다의원,1896234665,http://iddaclinic.com,서울특별시 강남구 도산대로 509 3층,서울,강남구,청담동,서울/강남구,
251,주앤의원,21355101,http://www.juanclinic.com/,서울특별시 강남구 선릉로155길 3,서울,강남구,신사동,서울/강남구,
3198,지우의원,1570932990,https://jiwooclinic.co.kr/,서울특별시 강남구 테헤란로 107 메디타워 14층,서울,강남구,역삼동,서울/강남구,
75,큐디의원,2011561038,https://qdclinic.co.kr/,서울특별시 강남구 강남대로 502 3층,서울,강남구,논현동,서울/강남구,
201,티업의원,1776668800,https://www.tupskin.com,서울특별시 강남구 선릉로 433 세방빌딩 1층,서울,강남구,역삼동,서울/강남구,
3260,팽팽의원,1773277890,http://www.pangpangclinic.com/?src=image&kw=0002D7,"서울특별시 강남구 도산대로 121 YK타워 11층, 12층, 13층",서울,강남구,신사동,서울/강남구,
43,페슈의원,2041892080,https://www.pecheskin.clinic/,서울특별시 강남구 강남대로 364 3층,서울,강남구,역삼동,서울/강남구,
78,홀드의원,1737282921,https://holdclinicgn.com/,서울특별시 강남구 테헤란로2길 21 2층,서울,강남구,역삼동,서울/강남구,
169,누브의원 선릉,1671225355,https://nuvclinic.com,서울특별시 강남구 테헤란로44길 7 3층,서울,강남구,역삼동,서울/강남구,
129,뉴엘의원 신사,403694064,http://www.nuelclinic.com/,서울특별시 강남구 도산대로 134 페이토빌딩 5층,서울,강남구,논현동,서울/강남구,
310,모즈의원 청담,31863895,https://www.litt.ly/modsmkt,"서울특별시 강남구 압구정로80길 33 아트빌딩 2층,4층",서울,강남구,청담동,서울/강남구,
197,밀리의원 도산,1635689178,http://miliclinic.com,서울특별시 강남구 도산대로45길 17 3층 밀리의원,서울,강남구,신사동,서울/강남구,
110,제로의원 신사,2082233877,https://www.zeroclinic1.com/,서울특별시 강남구 도산대로 108 6층,서울,강남구,논현동,서울/강남구,
353,티원의원 강남,1683078159,https://t1clinic.com/,서울특별시 강남구 테헤란로 513 K타워 15층,서울,강남구,삼성동,서울/강남구,
125,하프의원 신사,1834847152,http://halfclinic1.com/,서울특별시 강남구 도산대로 119 케이타워 13층,서울,강남구,신사동,서울/강남구,
119,루비의원 신사점,2090075950,https://www.rubyclinic-sinsa.com/,서울특별시 강남구 도산대로 119 케이타워 14층,서울,강남구,신사동,서울/강남구,
98,루비의원 양재역,1085078056,https://ruby-clinic.com/,서울특별시 강남구 강남대로 238 스카이쏠라빌딩 11층,서울,강남구,도곡동,서울/강남구,
3108,오운의원 삼성점,1100342358,https://samseong.own-clinic.com/,서울특별시 강남구 테헤란로87길 36 도심공항타워 3층,서울,강남구,삼성동,서울/강남구,
29,뮤즈의원 강남점 본관,32435710,https://gangnam.museclinic.co.kr/,서울특별시 강남구 강남대로 452 대연빌딩 2~5층,서울,강남구,역삼동,서울/강남구,
155,제니의원 압구정역,1106660845,http://jennyclinic.co.kr/,서울특별시 강남구 논현로175길 38 5층,서울,강남구,신사동,서울/강남구,
363,도곡양재 차앤박피부과의원,36398775,http://dogok-yangjae.cnpskin.com,서울특별시 강남구 강남대로 248 목원빌딩3층,서울,강남구,도곡동,서울/강남구,
112,강남미의원,20514848,http://gangnammi.com,서울특별시 강남구 테헤란로 128 성곡빌딩,서울,강남구,역삼동,서울/강남구,
128,고정아의원,162949611,http://kojungaclinic.co.kr/,서울특별시 강남구 도산대로 134 페이토빌딩 11층,서울,강남구,논현동,서울/강남구,
138,글로리의원,1292092285,https://gloryclinic.co.kr,서울특별시 강남구 봉은사로 207 3층,서울,강남구,논현동,서울/강남구,
302,김송이의원,1636688482,https://www.ksy-clinic.co.kr/,서울특별시 강남구 선릉로158길 15 1층(청담동),서울,강남구,청담동,서울/강남구,
19,뉴케이의원,13149725,https://www.newkclinic.com/,서울특별시 강남구 강남대로 430 7층,서울,강남구,역삼동,서울/강남구,
76,다시온의원,1051789707,http://dashonclinic.com,서울특별시 강남구 강남대로 320 8층,서울,강남구,역삼동,서울/강남구,
277,닥터진의원,1319628162,http://www.drjinclinic.com,서울특별시 강남구 선릉로 820 6층 601호,서울,강남구,청담동,서울/강남구,
116,더루루의원,1250999626,http://www.theluluclinic.com/,서울특별시 강남구 도산대로 114 수일빌딩 5층,서울,강남구,논현동,서울/강남구,
352,더블유의원,1264306473,http://www.wclinics.co.kr,서울특별시 강남구 테헤란로 513 K타워 5층 W의원,서울,강남구,삼성동,서울/강남구,
2779,더신사의원,1565462372,http://thesinsaclinic.com/,"서울특별시 강남구 도산대로11길 11 2층, 5층, 6층",서울,강남구,신사동,서울/강남구,
324,더씨엘의원,35572206,http://thecielclinic.com,서울특별시 강남구 압구정로 436 베띠앙뜨사옥,서울,강남구,청담동,서울/강남구,
2783,더제이의원,1163378000,http://www.thejskin.com,서울특별시 강남구 학동로 337 H타워 8층,서울,강남구,논현동,서울/강남구,
2787,더피크의원,1408752765,http://thepeakclinic.com,서울특별시 강남구 도산대로57길 8 5층,서울,강남구,청담동,서울/강남구,
2795,디아뜨의원,19520806,http://www.theartt.com/,서울특별시 강남구 강남대로 616 신사미타워 9층 902호,서울,강남구,신사동,서울/강남구,
282,디에스의원,37341379,http://www.dsclinics.com/,"서울특별시 강남구 압구정로 322 2, 3, 4층",서울,강남구,신사동,서울/강남구,
34,디오레의원,1499364517,https://dioreclinic.com/,서울특별시 강남구 강남대로 428 9층,서울,강남구,역삼동,서울/강남구,
2801,디케이의원,12753804,http://www.faceloveps.com/,서울특별시 강남구 테헤란로 121 원빌딩 4층 401-1호,서울,강남구,역삼동,서울/강남구,
153,디토셀의원,2060813870,https://dittocell.com,서울특별시 강남구 언주로 554 3층 301호,서울,강남구,역삼동,서울/강남구,
2815,레스트의원,2087275519,https://rest-clinic.com/,"서울특별시 강남구 선릉로158길 12 3층, 4층",서울,강남구,청담동,서울/강남구,
28,루미에의원,13114570,http://www.lumieskin.co.kr,서울특별시 강남구 강남대로 446 강남한웰빌딩,서울,강남구,역삼동,서울/강남구,
74,루센느의원,2057109841,http://lucenne.co.kr/,서울특별시 강남구 봉은사로 105 동양빌딩 1동 5층 502호,서울,강남구,논현동,서울/강남구,
2823,루피엘의원,2032392884,http://www.lupiel.co.kr,서울특별시 강남구 선릉로 669 7층 루피엘 의원,서울,강남구,논현동,서울/강남구,
211,르모아의원,1421187427,http://lemoirclinic.com,서울특별시 강남구 선릉로 301 2층,서울,강남구,역삼동,서울/강남구,
355,르쏘메의원,1268249178,https://lesommetclinic.com,서울특별시 강남구 도산대로 518 13층,서울,강남구,청담동,서울/강남구,
2825,리뉴얼의원,36184664,http://www.psrenewall.com/,"서울특별시 강남구 선릉로157길 18 4층, 5층 리뉴얼의원",서울,강남구,신사동,서울/강남구,
278,리앤델의원,1502689252,https://www.redel.co.kr/,서울특별시 강남구 선릉로 820 남한강빌딩 5층,서울,강남구,청담동,서울/강남구,
136,리오셀의원,1811023548,https://liocellclinic.com/,서울특별시 강남구 논현로 604 5층,서울,강남구,논현동,서울/강남구,
309,리프티의원,1430769621,https://liftyclinic.kr/,서울특별시 강남구 도산대로63길 15 웰스어드바이저스빌딩 4층 (청담동),서울,강남구,청담동,서울/강남구,
2839,릴리브의원,1649894797,https://www.relieveclinic.co.kr,서울특별시 강남구 논현로 867 6층,서울,강남구,신사동,서울/강남구,
205,맑은선의원,1237401311,http://www.clear-line.co.kr/,서울특별시 강남구 선릉로 515 5층,서울,강남구,역삼동,서울/강남구,
167,모더함의원,1755787724,http://www.moderhamm.com/,서울특별시 강남구 압구정로28길 19 3층,서울,강남구,신사동,서울/강남구,
134,모든모의원,1487732469,http://modeunmo.com/,서울특별시 강남구 논현로151길 57 4층,서울,강남구,신사동,서울/강남구,
25,모리스의원,1140081354,https://molessclinic.com/,"서울특별시 강남구 강남대로 378 9층, 11층",서울,강남구,역삼동,서울/강남구,
161,모빈치의원,35966054,http://www.movinci.co.kr/,서울특별시 강남구 압구정로 152 극동타워 B동 3층 303호,서울,강남구,신사동,서울/강남구,
115,모아만의원,32872809,https://www.moaman.kr/,서울특별시 강남구 도산대로 110 KBL센터 8층,서울,강남구,논현동,서울/강남구,
210,모아이의원,1341223956,https://moaihair.com,서울특별시 강남구 테헤란로 401 13층 1호,서울,강남구,삼성동,서울/강남구,
