csv_no,place_id,naver_name,homepage_url
593,34347070,연세아인의원,http://www.ysain.com/
596,1286224244,민앤정의원,https://minandjeong.com
597,34540408,라미에르의원,http://www.lamiereskin.co.kr/
598,1716399995,프리미엘의원 광화문역,https://primielclinic.co.kr
601,1255654626,닥터에버스의원 목동,https://evers10.co.kr/
602,13105867,산소의원,http://www.sansoclinic.co.kr/
603,1044139006,래인의원,https://www.leinclinic.com/
604,1932018758,목동 톡스앤필의원,http://www.toxnfill41.com/
605,1458970447,휴앤미의원,http://www.huenme.com
606,1284629888,소수의원,https://sosuclinic.com
607,1125906209,아비쥬의원 목동,http://www.abijouclinic-md.com
608,21646936,크크서울의원,https://kkseoul.com/
609,1058228597,프리미의원,https://primiclinic.com/
610,2005791982,포엔의원,https://poenclinic.kr/
611,1620920071,메종드엠의원,https://mdem.co.kr
613,2000777650,브이의원 강남,https://gangnam.vbeauty.co.kr/
614,1276653505,메이린의원 성수,https://maylin.co.kr/seongsu/
615,1368057470,목동제이의원,http://mokdongj.co.kr
616,1218451638,퍼플의원,https://www.purpleclinic.co.kr/
617,37206761,더고운의원,http://thegowun.co.kr/
618,11531146,클럽미즈라미체의원 잠실,http://www.lamiche.co.kr/index.php
619,37333055,웅선의원,https://www.88365.co.kr
620,2071252886,밴스의원 성수,https://seongsu.vandsclinic.co.kr/
621,37811473,본태의원,http://www.bonteclinic.com/
622,1878619422,디온의원 잠실,https://theonclinic-js.com
623,36643497,아비쥬의원 잠실,http://www.abijouclinicsh.com
624,1140469707,수앤은의원,https://www.sooneunclinic.com/
625,1222550365,나만의 즐거운 플랜 라라플랜의원,http://www.lalaplanclinic.com
626,31139513,피어봄의원 잠실,http://js.pieobom.com/
627,2030450917,왕십리 밴스의원,https://wangsimni.vandsclinic.co.kr/
628,1318357129,샤인더마의원 왕십리,http://www.shinederma.com
629,36003163,연세새봄의원,http://www.yssbbeauty.com/
630,34013154,라렌의원 왕십리,http://wangsimni.lareinegroup.co.kr/
631,2094410423,베러미의원 잠실,https://jamsil.bettermeclinic.co.kr/
632,37811472,메이퓨어의원 왕십리점,https://www.maypureclinic.com/ko/
633,37083761,잠실미의원,http://mecl8.com/
634,1232253947,파크뷰의원 잠실,http://www.parkviewjs.com/
635,36432334,유진미의원,http://eugeneme.com/
636,1640215769,톤즈의원 건대입구역,https://www.tonesclinic.co.kr/geondae?lang=ko
637,33238230,엑셀브이의원피부과,http://www.cpsclinic.co.kr/
638,1713021576,샤인유의원 건대입구역,http://shineyou-gd.co.kr/
640,1264142778,라비아의원,http://www.rabiaclinic.com/html_2017/
641,37935303,리영의원 건대입구역,http://kdreyoung.co.kr
642,33576093,제니바의원,https://jenivaps.com/
643,21667144,루미의원,https://www.lumiclinic.co.kr/
644,1965048978,리즈온의원 건대입구역,http://kondae.lizonclinics.co.kr
645,2093441645,닥터에버스의원 건대,https://evers25.co.kr/
646,1673849098,유앤아이의원 건대점,https://www.kduni114.co.kr/
647,13143671,예솜의원,http://www.yesomclinic.co.kr/
648,1280606336,건대예쁨주의쁨의원,http://www.ppeum17.com
649,1525142412,건대 톡스앤필의원,http://www.toxnfill6.com/
650,1449031712,블리비의원 건대점,http://www.velyb.kr/
651,37064170,하나미의원,http://www.1me.co.kr/
652,1598892221,미인동안의원,http://www.miindongan.co.kr
653,12077314,엘유라인업의원,http://www.luclinic.co.kr/
654,11818120,리연의원,http://www.yonclinic.com/
656,2018333452,샤인영의원,http://www.shineyoungclinic.com/
657,1050043225,프리즘의원,http://prismclinic.co.kr
658,1613508148,메이퓨어의원 구의역점,https://www.maypureclinic.com/ko/
659,1004046213,아이필유의원 강남,http://ifeelu.kr/
660,32811697,유앤아이의원 잠실점,https://www.jsuni114.co.kr/
661,1967969487,닥터린의원,http://www.drin92.com
662,20596983,포에버의원 홍제,https://hj.4-ever.co.kr
665,12811338,삼성프렌드의원,http://www.friendmc.com/
666,2061407729,밴스의원 잠실역,https://jamsil.vandsclinic.co.kr/
667,2056791701,톤즈의원 잠실역,https://tonesclinic.com/jamsil
668,1846788216,뉴리즈의원,https://newrizz.co.kr/jamsil
669,1579349308,뷰티라운지의원 잠실점,http://jamsil.beautyloungeclinic.co.kr/
670,2000076573,블리비의원 잠실점,https://www.velyb.kr/
671,1053007902,샤인봄의원 잠실,http://shinebom.com/
672,36358033,스마트의원,http://www.smartbeauty.co.kr/
673,1897340195,사적인아름다움지유의원,https://gu.clinic/
674,1922861972,닥터에버스의원 잠실역,https://evers13.co.kr/
675,1388969103,메이퓨어의원 잠실점,https://www.maypureclinic.com/ko
676,11381787,정의원,https://www.doctorlove.co.kr/
677,1784191348,뷰티크의원 청량리,https://beautyqueclinic2.com/?utm_source=naver&utm_medium=referral&utm_campaign=PL_CN
678,1494037379,블랑쥬의원,http://www.blancjou.com
679,36416902,맑은얼굴의원,http://cleanface.co.kr/
680,1706586525,밴스의원 화곡역,https://hwagok.vandsclinic.co.kr/
681,2014184047,글로우포트의원,https://glowport.kr/
682,1827437094,블리비의원 청량리점,http://www.velyb.kr
683,1770765594,예쁜나의원,https://www.yeppeunna.com
684,31111140,강남 피어봄의원,http://gn.pieobom.com/
687,1010088931,잠실 애슬리의원,https://athleyclinic.com
688,1602006184,닥터에버스의원 청량리,https://www.evers28.co.kr/
689,1407096013,아름다움을 써내려가다 에피소드의원 잠실,https://episode.clinic/naver
690,1073877207,네스트의원 강남,http://www.nestclinic.kr/
691,1865247011,다이브의원,https://dybeclinic.com
692,20459836,포에버의원 강서,https://gs.4-ever.co.kr
693,33890290,라더마의원,http://www.laderma.co.kr/
694,20054770,더화이트의원,http://thewhiteskinclinic.co.kr/gb/
695,1279492105,뷰커스의원 강서가양,https://beaucus.com
696,1249605952,가미의원,https://www.kamiskin.co.kr/
697,12975400,차앤유의원,http://www.cnuclinic.co.kr/
698,1615773150,디샤인의원,http://www.deshignsongpa.com
699,697516747,메이퓨어의원 산본점,https://www.maypureclinic.com/ko/
700,1252972942,쁘띠케이의원,http://petitk.co.kr
703,35379327,리영의원 잠실,http://www.reyoung.co.kr
705,38412202,아비쥬의원 청량리,http://www.abijoucliniccnn.com
707,34530215,비타미아의원,http://www.vitamia.co.kr/
708,37332506,닥터나인의원,http://www.dr9.co.kr/
709,1370980233,톤즈의원 강서발산점,https://www.tonesclinic.co.kr/gangseo
710,1516107544,예스필의원,http://www.yesfeelclinic.com
711,374011334,G5연합의원,http://g5clinic.com
712,1151134061,룩엣미의원,http://www.lookatmemj.com
713,33705411,제이드힐의원,http://www.jadehill.co.kr
714,1023723617,바로그의원 발산,http://barogclinic.com/branch/br06/subindex.php
715,2069705971,로체의원,https://locheclinic.com
717,1863450389,닥터에버스의원 마곡,http://evers2.co.kr/
718,1219387447,블리비의원 발산점,http://www.velyb.kr/
719,1163498901,리네아의원,https://lineaclinic.co.kr
720,1134191796,뷰티온의원 마곡점,https://gangseo.beautyon.co.kr/
723,1248753032,데이뷰의원 강서발산점,https://daybeauclinic01.com/branch/
724,1143729367,오가예의원 발산,https://www.ogayeclinic.com/
725,1952625367,아비쥬의원 강서,https://abijouclinicgs.com/
726,21908243,닥터포미의원,http://www.dr4me.co.kr/
727,11682276,연세미소의원,http://www.yonseimiso.com/
728,1954983293,스노우의원 마곡점,https://magok-snow.co.kr/
729,2098196790,비아프의원,https://www.beafclinic.com/
730,12959509,에스엔케이의원,http://www.snkclinic.com
731,1198402924,예스미의원,https://www.yesmi3899600.com
732,1195059636,강서톡스앤필의원,http://www.toxnfill32.com/
733,37057013,이소진의원,http://leesojin.co.kr/
735,1747931065,삼성맑은의원한의원,https://www.spureclinic.com/
737,1876125206,유앤아이의원 마곡점,https://www.mguni114.co.kr/
739,13489629,연세나눔의원,https://www.shareclinic.com/
740,12079919,연세팜스의원 은평,http://yonseifams.co.kr/
742,13088894,엘피스의원,http://www.elpisclinic.com/
743,1134208699,메이퓨어의원 미아점,https://www.maypureclinic.com/ko/
745,1342292303,포에버의원 천호역,https://ch.4-ever.co.kr/
747,35720239,미앤지의원,http://www.esupia.com
748,19526603,미체로의원,http://www.micheroclinic.com
749,13095537,연세조이의원,http://www.joyclinic.co.kr/
750,11856226,미앤미의원 천호,https://ch.branch.mimimi.co.kr/
753,20747302,아비쥬의원 천호,http://www.abijouclinicch.com
755,1617911502,리즈온의원 천호,https://cheonho.lizonclinic.co.kr
756,1745821822,유앤아이의원 천호점,https://www.chuni114.co.kr/m/reservation
757,2021083144,닥터에버스의원 천호,https://evers27.co.kr/
758,1068047136,베러미의원 마곡나루점,https://magoknaru.bettermeclinic.co.kr
759,34079081,웰스킨의원,http://wrskin.co.kr/
761,1507212667,블리비의원 성남모란점,http://www.velyb.kr/
764,1852248757,삼성더블의원,https://www.samsungdoubleclinic.co.kr
765,1566309725,사계절예쁨의원,http://allseasons4.kr/
766,2071050749,밴스의원 천호,https://cheonho.vandsclinic.co.kr/
767,1120668968,셀린의원 연신내역,https://www.cellinclinic0.com/
768,1958856197,페이스필터의원 천호,https://cheonho.facefilter.kr/
769,20609770,샤인의원,http://shineclinic.kr/
770,697516747,메이퓨어의원위례중앙점,https://www.maypureclinic.com/ko/
773,1317326103,미아사거리 톡스앤필의원,http://www.toxnfill39.com
774,1340858725,제너리스의원 연신내점,https://yeonsinnae.generless.com/
777,2001269123,벨로아의원,https://www.beloaclinic.com
778,1257265052,디에스타의원 강동천호,https://ch.diesta.co.kr/
779,1412310818,바로그의원 연신내,https://barogclinic.com/branch/br31/subindex.php
781,37072275,연신내메이퓨어의원,https://www.maypureclinic.com/ko/
782,36166727,유드림의원,http://www.udreamclinic.com/
783,1591585378,웃는세상의원,http://smile-clinic.co.kr/
784,1156445034,미소의원,http://sheasymedical.co.kr/
786,1747765969,성남태평 메이퓨어의원,https://www.maypureclinic.com/ko/
790,37035893,메이린의원 판교,https://maylin.co.kr/pangyo/
791,1512384906,섬세이의원,https://somsei.com/
794,697516747,메이퓨어의원 야탑점,https://www.maypureclinic.com/ko/
796,13484013,굿모닝의원,http://www.gm-slim.com/
798,19509257,라마르의원 강동점,http://www.gdlamar.co.kr
799,1204597950,아가파의원 성남점,http://www.agafarclinic.com/
800,35848908,시온뷰티의원,http://zionclinic.org
803,1218365017,뷰티온의원 돌곶이역점,https://dolgoji.beautyon.co.kr/event?seq=25
806,2094870439,상봉비브톤의원,https://sb.vivtone.kr/
808,13467615,봄으로가는의원,http://www.bomskin.com/
809,2038808892,톤즈의원 부천점,https://tonesclinic.co.kr/bucheon?lang=ko
810,37638268,청담준의원,http://cdjuneclinic.com/
813,12941724,닥터포유의원 미아점,http://dr4u.co.kr/
817,1204597950,아가파의원 미아점,http://www.agafarclinic.com/
818,1817832117,우리맑은의원,http://www.wooriskin.com
821,2038808892,톤즈의원 분당,https://tonesclinic.co.kr/bundang
822,1169563625,바로그의원 부천,https://barogclinic.com/branch/br28/subindex.php
824,697516747,수내메이퓨어의원,https://www.maypureclinic.com/ko/
837,12899811,이화미의원,http://ewhami.com/
838,1507212667,블리비의원 분당점,https://www.velyb.kr/
856,37791171,라르떼의원 수유역,http://larte.kr/suyou
857,20543392,미앤미의원 수유,http://sy.mipretty.co.kr/
858,1813249213,청담보드레의원,https://www.cd-bodre.com/
859,19737446,미애로여성의원 수유역,http://www.miaerosu.com/
860,20315125,예지미의원 수유점,https://suyuyjm.page24.app/
863,697516747,메이퓨어의원 부천점,https://www.maypureclinic.com/bucheon
864,1507212667,블리비의원 부천점,http://www.velyb.kr/
867,1120826233,바이린의원,https://bylynnclinic.co.kr
875,697516747,미금메이퓨어의원,https://www.maypureclinic.com/ko/
882,37485842,엔젤아이의원,https://angel-i.net
883,2081020092,슬로아의원 강동고덕,https://sloaclinic.com
885,32960076,라임의원,http://limeurology04.co.kr/
891,12949741,더샤인한스의원,http://mantamo.com/
893,697516747,메이퓨어의원 수원천천점,https://www.maypureclinic.com/
896,37912893,더베스트의원,http://www.bstps.com/
898,697516747,메이퓨어의원 구리점,https://www.maypureclinic.com/ko/
899,697516747,메이퓨어의원 화정점,https://www.maypureclinic.com/ko/
903,1507212667,블리비의원 구리점,http://www.velyb.kr/
906,2088950489,유앤아이의원 창동점,https://www.cduni114.co.kr/
913,1945163777,다시봄날의원 노원,https://nw.springdayclinic.com/
914,1433837246,셀린의원 노원점,https://www.cellinclinic11.com/
916,1829740253,샤인빔의원 노원,http://nowon.shinebeam.co.kr/
917,1182154118,노원아이디의원,https://nw.idclinic.co.kr/
918,697516747,메이퓨어의원 수지점,https://www.maypureclinic.com/ko/
920,1196020720,예쁨주의쁨의원 노원,http://www.ppeum22.com
921,1119233835,스노우의원 노원점,https://nowon-snow.co.kr/
923,2004696620,클라리제의원,https://www.clariseeclinic.com/
927,1429665277,블리비의원 노원점,http://www.velyb.kr/
931,697516747,메이퓨어의원 인천계양점,https://www.maypureclinic.com/ko/
932,1847636293,노원 톡스앤필의원,http://www.toxnfill15.com/
934,1907293354,로젤의원,http://www.rozel.co.kr/
937,1507212667,블리비의원 안산점,http://www.velyb.kr
938,1930439555,닥터에버스의원 노원,https://www.evers4.co.kr
940,2038808892,톤즈의원 인천,https://www.tonesclinic.co.kr/incheon
941,2038308637,타토아의원 노원,https://tatoanw.co.kr
942,1351354240,플러스후의원 노원점,https://www.plushu.co.kr/
946,1507212667,블리비의원 인천부평점,http://www.velyb.kr/
950,1142014574,고움의원,http://goumclinic.co.kr
959,1395403454,리버스의원 노원역,http://nw.reverseclinic.com
962,1359348365,메이퓨어의원 중계은행사거리점,https://www.maypureclinic.com/ko/
976,19509542,샤인필의원,https://sites.google.com/view/shinefeel/%ED%99%88
982,37746294,라클라라의원,http://www.laclara.co.kr
983,697516747,메이퓨어의원 하남점,https://www.maypureclinic.com/ko/
984,2038808892,톤즈의원 하남미사점,https://www.tonesclinic.co.kr/hanam
989,1340650914,리엔장의원 하남미사,https://intro.lienjang.net/re/Bokeie
990,1507212667,블리비의원 하남미사점,http://www.velyb.kr
1000,697516747,메이퓨어의원 광교점,https://www.maypureclinic.com/ko/
1001,13341123,고은미즈의원,http://www.gomiz.co.kr/
1002,1204597950,아가파의원 계양점,http://www.agafarclinic.com/
1003,2038808892,톤즈의원 수원광교점,https://tonesclinic.co.kr/gwanggyo
1020,1973309202,페이스필터의원 수원,https://litt.ly/facefilter
1051,1340650914,리엔장의원 인천,https://intro.lienjang.net/re/Oycmsf
1052,1507212667,블리비의원 인천구월점,http://www.velyb.kr/
1061,1507212667,블리비의원 수원점,http://www.velyb.kr
1071,1204597950,아가파의원 주안점,http://www.agafarclinic.com/
1073,1246286856,더예쁨의원 배곧본점,https://litt.ly/deoyeppum_event
1082,1507212667,블리비의원 수원인계점,http://www.velyb.kr/
1086,1224739010,맑은윤의원,http://www.dr-yoonpure.com
1098,2038808892,톤즈의원 인천검단점,https://tonesclinic.co.kr/geomdan
1109,1507212667,블리비의원 일산점,http://www.velyb.kr
1127,2038808892,톤즈의원 일산,https://tonesclinic.co.kr/ilsan
1136,1204597950,아가파의원 김포점,http://www.agafarclinic.com/
1139,1307315718,영통 메이퓨어의원,https://www.maypureclinic.com/ko/
